Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
20103741,fluticasona propionato y salmeterol,salmeterol 50 mcg + fluticasona propionato 500 mcg,mcg,Polvos para Inhalación,Serecor Forte,Novamed,Serecor Forte (Novamed) - Cada capsula contiene: salmeterol 50 mcg + fluticasona propionato 500 mcg,Institucional,"1,633.25",Medio,2
20103748,fluticasona propionato y salmeterol,fluticasona propionato 250 mcg + salmeterol 50 mcg,mcg,Polvos para Inhalación,Serecor Forte,Novamed,Serecor Forte (Novamed) - Cada capsula contiene: fluticasona propionato 250 mcg + salmeterol 50 mcg,Institucional,"1,575.00",Bajo,1
20103779,dexketoprofeno,dexketoprofeno 25 mg,mg,Tableta o cápsula,Dexprofen,Tecnoquimicas,Dexprofen (Tecnoquimicas) - Cada capsula contiene: dexketoprofeno 25 mg,Institucional,"1,696.50",Bajo,1
20103833,metronidazol y nistatina,metronidazol 500 mg + nistatina 100000 ui,mg,Óvulo,Metronist,Colmed,Metronist (Colmed) - Cada ovulo contiene: metronidazol 500 mg + nistatina 100000 ui,Institucional,87.45,Medio,2
20103866,levocloperastina,"levocloperastina 0,4 g",ml,Solución o suspensión oral,Levronc,Novamed,"Levronc (Novamed) - frasco 60 ml - Cada 100 ml contiene: levocloperastina 0,4 g",Institucional,"22,109.09",Medio,2
20103886,nebivolol,nebivolol 5 mg,mg,Tableta o cápsula,Nebivolol,Genfar,Nebivolol (Genfar) - Cada tableta contiene: nebivolol 5 mg,Institucional,"1,056.00",Medio,2
20103931,lacosamida,lacosamida 200 mg,mg,Tableta o cápsula,Lancovul,Hetero Labs,Lancovul (Hetero Labs) - Cada tableta contiene: lacosamida 200 mg,Institucional,"1,592.57",Bajo,1
20103965,mometasona,"mometasona 0,1 g",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Elocom Crema Dermatológica,Merck Sharp Dome,"Elocom Crema Dermatológica (Merck Sharp Dome) - tubo 15 g - Cada 100 g contiene: mometasona 0,1 g",Institucional,"79,773.00",Alto,3
20104023,pregabalina,pregabalina 150 mg,mg,Tableta o cápsula,Proclor,Altadis,Proclor (Altadis) - Cada capsula contiene: pregabalina 150 mg,Institucional,379.86,Medio,2
20104026,pregabalina,pregabalina 75 mg,mg,Tableta o cápsula,Proclor,Altadis,Proclor (Altadis) - Cada capsula contiene: pregabalina 75 mg,Institucional,370.68,Medio,2
20104049,omalizumab,omalizumab 150 mg,ml,Solución o suspensión inyectable,Xolair,Novartis,Xolair (Novartis) - jeringa prellenada 1 ml - Cada 1 ml contiene: omalizumab 150 mg,Institucional,"1,011,230.75",Medio,2
20104080,clortalidona y valsartan,valsartan 160 mg + clortalidona 25 mg,mg,Tableta o cápsula,Dabix,Lafrancol,Dabix (Lafrancol) - Cada tableta contiene: valsartan 160 mg + clortalidona 25 mg,Institucional,"1,732.50",Alto,3
20104101,valsartan y clortalidona,"clortalidona 12,5 mg + valsartan 80 mg",mg,Tableta o cápsula,Dabix,Lafrancol,"Dabix (Lafrancol) - Cada tableta contiene: clortalidona 12,5 mg + valsartan 80 mg",Institucional,856.88,Medio,2
20104109,clotrimazol y metronidazol,clotrimazol 100 mg + metronidazol 500 mg,mg,Óvulo,Femduo,Procaps,Femduo (Procaps) - Cada ovulo contiene: clotrimazol 100 mg + metronidazol 500 mg,Institucional,505.83,Bajo,1
20104115,vitamina d3,vitamina d3 7000 ui,ui,Tableta o cápsula,Deferol,Procaps,Deferol (Procaps) - Cada capsula contiene: vitamina d3 7000 ui,Institucional,"1,980.83",Bajo,1
20104152,idarrubicina,idarrubicina 1 mg,ml,Solución o suspensión inyectable,Zavedos,Pfizer,Zavedos (Pfizer) - vial 10 ml - Cada 1 ml contiene: idarrubicina 1 mg,Institucional,"212,107.00",Medio,2
20104155,cobicistat y darunavir,cobicistat 150 mg + darunavir 800 mg,mg,Tableta o cápsula,Prezcobix,Janssen,Prezcobix (Janssen) - Cada tableta contiene: cobicistat 150 mg + darunavir 800 mg,Institucional,"14,224.00",Medio,2
20104158,cefadroxilo,cefadroxilo 500 mg,mg,Tableta o cápsula,Cefadroxilo,Mk,Cefadroxilo (Mk) - Cada capsula contiene: cefadroxilo 500 mg,Institucional,"32,399.00",Medio,2
20104180,ceftolozano y tazobactam,"tazobactam 0,5 g + ceftolozano 1 g",g,Polvo para reconstituir a Solución o suspensión inyectable,Zerbaxa,Merck Sharp Dome,"Zerbaxa (Merck Sharp Dome) - Cada vial contiene: tazobactam 0,5 g + ceftolozano 1 g",Institucional,"251,519.80",Medio,2
20104186,ciprofloxacina,ciprofloxacina 100 mg,ml,Solución o suspensión inyectable,Ciprofloxacino,Corpaul,Ciprofloxacino (Corpaul) - ampolla 10 ml - Cada 10 ml contiene: ciprofloxacina 100 mg,Institucional,25.54,Bajo,1
20104221,acetaminofen + cafeina + naproxeno,acetaminofen 325 mg + naproxeno 250 mg + cafeina 65 mg,mg,Tableta o cápsula,Duraflex Advance,Tecnoquimicas,Duraflex Advance (Tecnoquimicas) - Cada capsula contiene: acetaminofen 325 mg + naproxeno 250 mg + cafeina 65 mg,Institucional,"2,020.56",Medio,2
20104297,mirabegron,mirabegron 50 mg,mg,Tableta o cápsula de liberación modificada,Myrbetric,Astellas,Myrbetric (Astellas) - Cada tableta contiene: mirabegron 50 mg,Institucional,"4,197.72",Medio,2
20104307,apomorfina,apomorfina 100 mg,ml,Solución o suspensión inyectable,Dacepton,Ever Neuro Pharma,Dacepton (Ever Neuro Pharma) - vial 20 ml - Cada 20 ml contiene: apomorfina 100 mg,Institucional,"180,872.00",Medio,2
20104320,levonorgestrel,"levonorgestrel 19,5 mg",mg,Implante,Kyleena,Bayer,"Kyleena (Bayer) - Cada implante intrauterino contiene: levonorgestrel 19,5 mg",Institucional,"568,449.50",Medio,2
20104341,dienogest y estradiol,estradiol 1 mg + dienogest 2 mg,mg,Tableta o cápsula,Velbienne 10,Exeltis,Velbienne 10 (Exeltis) - Cada tableta contiene: estradiol 1 mg + dienogest 2 mg,Institucional,"1,406.85",Medio,2
20104346,fluticasona propionato y salmeterol,fluticasona propionato 50 mcg + salmeterol 25 mcg,dosis,Solución o suspensión para inhalación,Sibet,Glenmark,Sibet (Glenmark) - frasco 120 dosis - Cada 1 dosis contiene: fluticasona propionato 50 mcg + salmeterol 25 mcg,Institucional,"31,600.00",Medio,2
20104356,mometasona,mometasona 1 dosis,mcg,Solución o suspensión para inhalación,Furomet,Glenmark,Furomet (Glenmark) - Cada spray contiene: mometasona 1 dosis,Institucional,"32,835.00",Medio,2
20104370,fluticasona propionato y salmeterol,fluticasona propionato 250 mcg + salmeterol 25 mcg,dosis,Solución o suspensión para inhalación,Sibet,Glenmark,Sibet (Glenmark) - frasco 120 dosis - Cada 1 dosis contiene: fluticasona propionato 250 mcg + salmeterol 25 mcg,Institucional,"30,004.00",Medio,2
20104379,fluticasona propionato y salmeterol,fluticasona propionato 125 mcg + salmeterol 25 mcg + salmeterol 25 mcg,dosis,Solución o suspensión para inhalación,Sibet,Glenmark,Sibet (Glenmark) - frasco 120 dosis - Cada 1 dosis contiene: fluticasona propionato 125 mcg + salmeterol 25 mcg + salmeterol 25 mcg,Institucional,"30,201.75",Medio,2
20104380,acido tioctico,acido tioctico 600 mg,mg,Tableta o cápsula,Lipotic,Procaps,Lipotic (Procaps) - Cada tableta contiene: acido tioctico 600 mg,Institucional,"1,793.06",Bajo,1
20104404,capecitabina,capecitabina 500 mg,mg,Tableta o cápsula,Capegard 500,Cipla,Capegard 500 (Cipla) - Cada tableta contiene: capecitabina 500 mg,Institucional,"1,976.75",Medio,2
20104405,rivastigmina,"rivastigmina 9,5 mg/24h",mg/24h,Parche,Neuract,Procaps,"Neuract (Procaps) - Cada parche contiene: rivastigmina 9,5 mg/24h",Institucional,"6,346.67",Medio,2
20104410,rivastigmina,"rivastigmina 4,6 mg/24h",mg/24h,Parche,Neuract,Procaps,"Neuract (Procaps) - Cada parche contiene: rivastigmina 4,6 mg/24h",Institucional,"4,170.00",Medio,2
20104433,mifepristona,mifepristona 200 mg,mg,Tableta o cápsula,Mifepristona,Profamilia,Mifepristona (Profamilia) - Cada tableta contiene: mifepristona 200 mg,Institucional,100.00,Medio,2
20104455,valsartan,valsartan 200 mg,mg,Tableta o cápsula,Entresto,Novartis,Entresto (Novartis) - Cada tableta contiene: valsartan 200 mg,Institucional,"4,725.25",Medio,2
20104456,trametinib,"trametinib 0,5 mg",mg,Tableta o cápsula,Mekinist,Novartis,"Mekinist (Novartis) - Cada tableta contiene: trametinib 0,5 mg",Institucional,"99,612.55",Medio,2
20104457,valsartan,valsartan 100 mg,mg,Tableta o cápsula,Entresto,Novartis,Entresto (Novartis) - Cada tableta contiene: valsartan 100 mg,Institucional,"4,725.25",Medio,2
20104469,levonorgestrel,"levonorgestrel 1,5 mg",mg,Tableta o cápsula,Cerciorat,Exeltis,"Cerciorat (Exeltis) - Cada tableta contiene: levonorgestrel 1,5 mg",Institucional,"2,000.00",Bajo,1
20104517,oxigeno,oxigeno 99 %,metros cubicos,Gas,Oxigeno Medicinal.,Oxigenos Del Llano,Oxigeno Medicinal. (Oxigenos Del Llano) - Cada cilindro contiene: oxigeno 99 %,Institucional,"142,934.67",Alto,3
20104628,atorvastatina,atorvastatina 40 mg,mg,Tableta o cápsula,Atorvastatina,Laproff,Atorvastatina (Laproff) - Cada tableta contiene: atorvastatina 40 mg,Institucional,468.43,Medio,2
20104881,labetalol,labetalol 5 mg,ml,Solución o suspensión inyectable,Diblorec,Medyseh,Diblorec (Medyseh) - vial 20 ml - Cada 1 ml contiene: labetalol 5 mg,Institucional,"95,000.00",Alto,3
20104913,cabazitaxel,cabazitaxel 60 mg,ml,Solución o suspensión inyectable,Cabazred,Dr Reddys,"Cabazred (Dr Reddys) - frasco 1,5 ml - Cada 1,5 ml contiene: cabazitaxel 60 mg",Institucional,"4,958,333.33",Bajo,1
20105135,amlodipino y losartan,losartan 50 mg + amlodipino 5 mg,mg,Tableta o cápsula,Aramax,Mega Labs,Aramax (Mega Labs) - Cada capsula contiene: losartan 50 mg + amlodipino 5 mg,Institucional,"1,571.33",Medio,2
20105139,terlipresina,terlipresina 1 mg,ml,Solución o suspensión inyectable,Haemopressin,Zonepharma,Haemopressin (Zonepharma) - vial 5 ml - Cada 5 ml contiene: terlipresina 1 mg,Institucional,"119,946.67",Medio,2
20105341,cloruro de sodio,"cloruro de sodio 0,9 g",ml,Solución o suspensión inyectable,Solucion Salina,Ads Pharma,"Solucion Salina (Ads Pharma) - bolsa 100 ml - Cada 100 ml contiene: cloruro de sodio 0,9 g",Institucional,"1,250.00",Bajo,1
20105447,pegaspargasa,pegaspargasa 750 ui,ml,Solución o suspensión inyectable,Oncaspar,Les Laboratoires Servier,Oncaspar (Les Laboratoires Servier) - vial 5 ml - Cada 1 ml contiene: pegaspargasa 750 ui,Institucional,"5,366,643.00",Medio,2
20105871,acido tranexámico,acido tranexámico 500 mg,ml,Solución o suspensión inyectable,Clintranex,Proclin,Clintranex (Proclin) - ampolla 5 ml - Cada 5 ml contiene: acido tranexámico 500 mg,Institucional,"2,628.57",Bajo,1
20105885,abiraterona,abiraterona 500 mg,mg,Tableta o cápsula,Zytiga,Janssen,Zytiga (Janssen) - Cada tableta contiene: abiraterona 500 mg,Institucional,"125,684.00",Medio,2
20105963,carvedilol,carvedilol 25 mg,mg,Tableta o cápsula,Carvedilol,Mk,Carvedilol (Mk) - Cada tableta contiene: carvedilol 25 mg,Institucional,214.73,Medio,2
20106115,vitamina d3,vitamina d3 2000 ui,ui,Tableta o cápsula,Deferol,Procaps,Deferol (Procaps) - Cada capsula contiene: vitamina d3 2000 ui,Institucional,357.58,Alto,3
20106196,celecoxib,celecoxib 200 mg,mg,Tableta o cápsula,Celicob,Hetero Labs,Celicob (Hetero Labs) - Cada capsula contiene: celecoxib 200 mg,Institucional,622.56,Alto,3
20106244,ondansetron,ondansetron 4 mg,ml,Solución o suspensión inyectable,Cystron,Hb Human Bioscience,Cystron (Hb Human Bioscience) - ampolla 2 ml - Cada 2 ml contiene: ondansetron 4 mg,Institucional,"1,925.00",Bajo,1
20106273,fosaprepitant,fosaprepitant 150 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Apritant,Msn Laboratories Private,Apritant (Msn Laboratories Private) - Cada vial contiene: fosaprepitant 150 mg,Institucional,"146,277.50",Bajo,1
20106279,bisoprolol,bisoprolol 10 mg,mg,Tableta o cápsula,Corbis,Siegfried,Corbis (Siegfried) - Cada tableta contiene: bisoprolol 10 mg,Institucional,850.00,Bajo,1
20106305,bisoprolol,"bisoprolol 2,5 mg",mg,Tableta o cápsula,Corbis,Siegfried,"Corbis (Siegfried) - Cada tableta contiene: bisoprolol 2,5 mg",Institucional,265.33,Medio,2
20106373,carboximetilcelulosa,carboximetilcelulosa 5 mg,ml,Solución o suspensión oftálmica,Freegen Pf,Especialidades Oftmalmologicas,Freegen Pf (Especialidades Oftmalmologicas) - frasco 5 ml - Cada 1 ml contiene: carboximetilcelulosa 5 mg,Institucional,"50,500.00",Alto,3
20106375,olopatadina,olopatadina 2 mg,ml,Solución o suspensión oftálmica,Olodina Pf,Especialidades Oftmalmologicas,Olodina Pf (Especialidades Oftmalmologicas) - frasco 5 ml - Cada 1 ml contiene: olopatadina 2 mg,Institucional,"82,600.00",Alto,3
20106390,dobesilato calcico,dobesilato calcico 500 mg,mg,Tableta o cápsula,Doxium,Om,Doxium (Om) - Cada capsula contiene: dobesilato calcico 500 mg,Institucional,"4,728.56",Medio,2
20106430,temozolomida,temozolomida 140 mg,mg,Tableta o cápsula,Temitoma,Sun Pharmaceutical,Temitoma (Sun Pharmaceutical) - Cada capsula contiene: temozolomida 140 mg,Institucional,"157,333.33",Bajo,1
20106643,temozolomida,temozolomida 250 mg,mg,Tableta o cápsula,Temitoma,Sun Pharmaceutical,Temitoma (Sun Pharmaceutical) - Cada capsula contiene: temozolomida 250 mg,Institucional,"163,857.14",Bajo,1
20106733,clonazepam,"clonazepam 2,5 mg",ml,Solución o suspensión oral,Cloxaquim,Novamed,"Cloxaquim (Novamed) - frasco 20 ml - Cada 1 ml contiene: clonazepam 2,5 mg",Institucional,"8,000.00",Medio,2
20106922,aciclovir,aciclovir 800 mg,mg,Tableta o cápsula,Aciclovir,Laproff,Aciclovir (Laproff) - Cada tableta contiene: aciclovir 800 mg,Institucional,491.33,Medio,2
20107054,vitamina d3,vitamina d3 1000 ui,ui,Tableta o cápsula,Vitamina D3,Colmed,Vitamina D3 (Colmed) - Cada capsula contiene: vitamina d3 1000 ui,Institucional,142.67,Medio,2
20107146,caspofungina,caspofungina 50 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Caspongyn,Procaps,Caspongyn (Procaps) - Cada frasco contiene: caspofungina 50 mg,Institucional,"264,983.33",Medio,2
20107158,atorvastatina,atorvastatina 20 mg,mg,Tableta o cápsula,Atorvastatina,Laproff,Atorvastatina (Laproff) - Cada tableta contiene: atorvastatina 20 mg,Institucional,218.60,Medio,2
20107318,sulfametoxazol y trimetoprim,"sulfametoxazol 8 g + trimetoprim 1,6 g",ml,Solución o suspensión oral,Trimetoprim Sulfametoxazol Suspensión,Ecar,"Trimetoprim Sulfametoxazol Suspensión (Ecar) - frasco 120 ml - Cada 100 ml contiene: sulfametoxazol 8 g + trimetoprim 1,6 g",Institucional,"3,600.00",Bajo,1
20107499,prednisolona,prednisolona 5 mg,mg,Tableta o cápsula,Prednisolona,Ophalac,Prednisolona (Ophalac) - Cada tableta contiene: prednisolona 5 mg,Institucional,52.00,Medio,2
20107672,vitamina d3,vitamina d3 2000 ui,ui,Tableta o cápsula,Vitamina D3,Colmed,Vitamina D3 (Colmed) - Cada capsula contiene: vitamina d3 2000 ui,Institucional,193.25,Bajo,1
20107757,factor viii de coagulación recombinante,factor viii de coagulación recombinante 2000 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Adynovate,Baxalta,Adynovate (Baxalta) - Cada vial contiene: factor viii de coagulación recombinante 2000 ui,Institucional,"2,000,000.00",Alto,3
20107760,factor viii de coagulación recombinante,factor viii de coagulación recombinante 1000 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Adynovate,Baxalta,Adynovate (Baxalta) - Cada vial contiene: factor viii de coagulación recombinante 1000 ui,Institucional,"1,183,333.33",Medio,2
20107761,factor viii de coagulación recombinante,factor viii de coagulación recombinante 500 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Adynovate,Baxalta,Adynovate (Baxalta) - Cada vial contiene: factor viii de coagulación recombinante 500 ui,Institucional,"600,000.00",Medio,2
20107763,factor viii de coagulación recombinante,factor viii de coagulación recombinante 250 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Adynovate,Baxalta,Adynovate (Baxalta) - Cada vial contiene: factor viii de coagulación recombinante 250 ui,Institucional,"287,500.00",Bajo,1
20107843,pregabalina,pregabalina 150 mg,mg,Tableta o cápsula,Neubalin,Hetero Labs,Neubalin (Hetero Labs) - Cada capsula contiene: pregabalina 150 mg,Institucional,416.67,Medio,2
20107845,pregabalina,pregabalina 75 mg,mg,Tableta o cápsula,Neubalin,Hetero Labs,Neubalin (Hetero Labs) - Cada capsula contiene: pregabalina 75 mg,Institucional,315.00,Medio,2
20107887,agua esteril,agua esteril 1 ml,ml,Solución o suspensión inyectable,Agua Esteril,Bio Esteril,Agua Esteril (Bio Esteril) - frasco 500 ml - Cada 1 ml contiene: agua esteril 1 ml,Institucional,"58,662.50",Alto,3
20107900,levetiracetam,levetiracetam 30 g,ml,Solución o suspensión oral,Levetiracetam,Clinicos Y Hospitalarios,Levetiracetam (Clinicos Y Hospitalarios) - frasco 300 ml - Cada 300 ml contiene: levetiracetam 30 g,Institucional,"26,915.83",Medio,2
20107928,caspofungina,caspofungina 70 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Caspongyn,Procaps,Caspongyn (Procaps) - Cada frasco contiene: caspofungina 70 mg,Institucional,"358,088.89",Medio,2
20107973,lopinavir y ritonavir,ritonavir 50 mg + lopinavir 200 mg,mg,Tableta o cápsula,Lovir,Legrand,Lovir (Legrand) - Cada tableta contiene: ritonavir 50 mg + lopinavir 200 mg,Institucional,856.06,Medio,2
20108161,nivolumab,nivolumab 40 mg,ml,Solución o suspensión inyectable,Opdivo,Bristol Myers Squibb,Opdivo (Bristol Myers Squibb) - vial 10 ml - Cada 4 ml contiene: nivolumab 40 mg,Institucional,"2,122,770.00",Medio,2
20108172,fluconazol,fluconazol 50 mg,ml,Polvo para reconstituir a Solución o suspensión oral,Fluconazol,Saluspharma,Fluconazol (Saluspharma) - frasco 20 ml - Cada 5 ml contiene: fluconazol 50 mg,Institucional,"6,000.00",Bajo,1
20108174,oxibutinina,oxibutinina 5 mg,mg,Tableta o cápsula,Oxibutinina,Saluspharma,Oxibutinina (Saluspharma) - Cada tableta contiene: oxibutinina 5 mg,Institucional,178.50,Bajo,1
20108206,clonazepam,"clonazepam 2,5 mg",ml,Solución o suspensión oral,Clonazepam,Laproff,"Clonazepam (Laproff) - frasco 20 ml - Cada 1 ml contiene: clonazepam 2,5 mg",Institucional,"36,000.00",Alto,3
20108332,albumina humana,"albumina humana 0,5 mg",mg,Polvo para reconstituir a Solución o suspensión inyectable,Rotop Nanohsa,Selig,"Rotop Nanohsa (Selig) - Cada vial contiene: albumina humana 0,5 mg",Institucional,"496,472.73",Medio,2
20108389,bortezomib,"bortezomib 3,5 mg",mg,Polvo para reconstituir a Solución o suspensión inyectable,Tizob,Lkm,"Tizob (Lkm) - Cada vial contiene: bortezomib 3,5 mg",Institucional,"259,500.00",Medio,2
20108399,fenobarbital,fenobarbital 400 mg,ml,Solución o suspensión oral,Fenobarbital 0.4 %,Fondo Nacional De Estupefacientes,Fenobarbital 0.4 % (Fondo Nacional De Estupefacientes) - frasco 120 ml - Cada 100 ml contiene: fenobarbital 400 mg,Institucional,"38,300.00",Medio,2
20108472,nefopam,nefopam 20 mg,ml,Solución o suspensión inyectable,Acupan,Biocodex,Acupan (Biocodex) - ampolla 2 ml - Cada 2 ml contiene: nefopam 20 mg,Institucional,"12,718.13",Medio,2
20108538,clobazam,"clobazam 0,25 g",ml,Solución o suspensión oral,Urbadan,Sanofi Aventis,"Urbadan (Sanofi Aventis) - frasco 100 ml - Cada 100 ml contiene: clobazam 0,25 g",Institucional,"36,499.00",Medio,2
20108542,acetaminofen y codeina,codeina 30 mg + acetaminofen 325 mg,mg,Tableta o cápsula,Acodein,American Generics,Acodein (American Generics) - Cada tableta contiene: codeina 30 mg + acetaminofen 325 mg,Institucional,209.17,Medio,2
20108682,carbamida,carbamida 65 mg,ml,Solución o suspensión ótica,Fixamicin Clen,Tecnofar,Fixamicin Clen (Tecnofar) - frasco 15 ml - Cada 1 ml contiene: carbamida 65 mg,Institucional,"42,401.40",Medio,2
20108712,empagliflozina y linagliptina,linagliptina 5 mg + empagliflozina 25 mg,mg,Tableta o cápsula,Glyxambi,Boehringer,Glyxambi (Boehringer) - Cada tableta contiene: linagliptina 5 mg + empagliflozina 25 mg,Institucional,"7,577.81",Medio,2
20108768,bromfenaco,"bromfenaco 0,9 mg",ml,Solución o suspensión oftálmica,Zebesten,Sophia,"Zebesten (Sophia) - frasco 5 ml - Cada 1 ml contiene: bromfenaco 0,9 mg",Institucional,"47,163.67",Alto,3
20108800,lacosamida,lacosamida 50 mg,mg,Tableta o cápsula,Cosamide,Xinetix Pharma,Cosamide (Xinetix Pharma) - Cada tableta contiene: lacosamida 50 mg,Institucional,"1,934.67",Medio,2
20108801,lacosamida,lacosamida 100 mg,mg,Tableta o cápsula,Cosamide,Xinetix Pharma,Cosamide (Xinetix Pharma) - Cada tableta contiene: lacosamida 100 mg,Institucional,"3,394.44",Medio,2
20108803,lacosamida,lacosamida 200 mg,mg,Tableta o cápsula,Cosamide,Xinetix Pharma,Cosamide (Xinetix Pharma) - Cada tableta contiene: lacosamida 200 mg,Institucional,"6,211.78",Alto,3
20108878,cinitaprida,cinitaprida 20 mg,ml,Solución o suspensión oral,Rogastril,Siegfried,Rogastril (Siegfried) - frasco 90 ml - Cada 100 ml contiene: cinitaprida 20 mg,Institucional,"45,000.00",Medio,2
20108879,cinitaprida y simeticona,cinitaprida 10 mg + simeticona 2000 mg,ml,Solución o suspensión oral,Rogastril Plus,Siegfried,Rogastril Plus (Siegfried) - frasco 90 ml - Cada 100 ml contiene: cinitaprida 10 mg + simeticona 2000 mg,Institucional,"39,000.00",Medio,2
20108928,cinitaprida y simeticona,simeticona 200 mg + cinitaprida 1 mg,mg,Tableta o cápsula,Rogastril Plus,Siegfried,Rogastril Plus (Siegfried) - Cada tableta masticable contiene: simeticona 200 mg + cinitaprida 1 mg,Institucional,"1,837.73",Bajo,1
20108931,cinitaprida y simeticona,simeticona 200 mg + cinitaprida 1 mg,mg,Tableta o cápsula,Rogastril Plus,Siegfried,Rogastril Plus (Siegfried) - Cada tableta contiene: simeticona 200 mg + cinitaprida 1 mg,Institucional,"1,911.11",Alto,3
20108948,cinitaprida,cinitaprida 1 mg,mg,Tableta o cápsula,Rogastril,Siegfried,Rogastril (Siegfried) - Cada tableta contiene: cinitaprida 1 mg,Institucional,786.50,Bajo,1
20108951,adalimumab,adalimumab 100 mg,ml,Solución o suspensión inyectable,Humira,Abbvie,"Humira (Abbvie) - jeringa prellenada 0,4 ml - Cada 1 ml contiene: adalimumab 100 mg",Institucional,"1,557,590.00",Medio,2
20109074,lacosamida,lacosamida 150 mg,mg,Tableta o cápsula,Cosamide,Xinetix Pharma,Cosamide (Xinetix Pharma) - Cada tableta contiene: lacosamida 150 mg,Institucional,"4,616.67",Medio,2
20109105,oxaliplatino,oxaliplatino 50 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Oxaliseven 50,Seven Pharma,Oxaliseven 50 (Seven Pharma) - Cada vial contiene: oxaliplatino 50 mg,Institucional,"50,816.67",Medio,2
20109106,oxaliplatino,oxaliplatino 100 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Oxaliseven 100,Seven Pharma,Oxaliseven 100 (Seven Pharma) - Cada vial contiene: oxaliplatino 100 mg,Institucional,"78,636.00",Bajo,1
20109291,factor viii de coagulación recombinante,factor viii de coagulación recombinante 1000 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Kovaltry,Bayer,Kovaltry (Bayer) - Cada vial contiene: factor viii de coagulación recombinante 1000 ui,Institucional,"1,219,000.00",Alto,3
20109293,factor viii de coagulación recombinante,factor viii de coagulación recombinante 500 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Kovaltry,Bayer,Kovaltry (Bayer) - Cada vial contiene: factor viii de coagulación recombinante 500 ui,Institucional,"609,500.00",Alto,3
20109338,carboximetilcelulosa,carboximetilcelulosa 5 mg,ml,Solución o suspensión oftálmica,Lagrimart,Bio Esteril,Lagrimart (Bio Esteril) - frasco 5 ml - Cada 1 ml contiene: carboximetilcelulosa 5 mg,Institucional,"6,029.17",Medio,2
20109429,entecavir,entecavir 1 mg,mg,Tableta o cápsula,Vorix,Lafrancol,Vorix (Lafrancol) - Cada tableta contiene: entecavir 1 mg,Institucional,"23,444.42",Alto,3
20109639,acido fenofibrico y rosuvastatina,rosuvastatina 20 mg + acido fenofibrico 135 mg,mg,Tableta o cápsula,Fenovas,Procaps,Fenovas (Procaps) - Cada capsula contiene: rosuvastatina 20 mg + acido fenofibrico 135 mg,Institucional,"2,455.83",Medio,2
20109641,acido fenofibrico y rosuvastatina,rosuvastatina 10 mg + acido fenofibrico 135 mg,mg,Tableta o cápsula,Fenovas,Procaps,Fenovas (Procaps) - Cada capsula contiene: rosuvastatina 10 mg + acido fenofibrico 135 mg,Institucional,"1,982.22",Medio,2
20109669,famotidina,famotidina 10 mg,mg,Tableta o cápsula,Phamotin,Humax,Phamotin (Humax) - Cada tableta contiene: famotidina 10 mg,Institucional,417.00,Bajo,1
20109747,amoxicilina y acido clavulanico,amoxicilina 875 mg + acido clavulanico 125 mg,mg,Tableta o cápsula,Pranexxin Duo,Siegfried,Pranexxin Duo (Siegfried) - Cada tableta contiene: amoxicilina 875 mg + acido clavulanico 125 mg,Institucional,"1,111.00",Alto,3
20109771,mepolizumab,mepolizumab 100 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Nucala,Glaxosmithkline,Nucala (Glaxosmithkline) - Cada vial contiene: mepolizumab 100 mg,Institucional,"3,124,000.00",Medio,2
20109788,amlodipino y valsartan,valsartan 160 mg + amlodipino 5 mg,mg,Tableta o cápsula,Garmisch Duoval,Rowe,Garmisch Duoval (Rowe) - Cada tableta contiene: valsartan 160 mg + amlodipino 5 mg,Institucional,"1,169.19",Medio,2
20109807,imatinib,imatinib 400 mg,mg,Tableta o cápsula,Imuday,Cipla,Imuday (Cipla) - Cada capsula contiene: imatinib 400 mg,Institucional,"10,875.00",Bajo,1
20109827,tiosulfato,tiosulfato 200 mg,ml,Solución o suspensión inyectable,Tiosulfato De Sodio,Ads Pharma,Tiosulfato De Sodio (Ads Pharma) - ampolla 5 ml - Cada 1 ml contiene: tiosulfato 200 mg,Institucional,"13,032.96",Medio,2
20109859,itraconazol,itraconazol 100 mg,mg,Tableta o cápsula,Enitrax,Procaps,Enitrax (Procaps) - Cada capsula contiene: itraconazol 100 mg,Institucional,"1,013.83",Medio,2
20110038,hidroxipropilmetilcelulosa,hidroxipropilmetilcelulosa 3 mg,ml,Solución o suspensión oftálmica,Lagrimpro,Bio Esteril,Lagrimpro (Bio Esteril) - frasco 5 ml - Cada 1 ml contiene: hidroxipropilmetilcelulosa 3 mg,Institucional,"6,686.00",Medio,2
